game_name,reviews_like_rate,all_reviews_number_k,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads_k,day,month,year,total_revenue_million,main_tag,main_feature,reviews_like_rate_MinMax,all_reviews_number_MinMax,price_MinMax,difficulty_MinMax,age_restriction_MinMax,rating_MinMax,length_MinMax,estimated_downloads_MinMax,total_revenue_MinMax,developer_Cod,main_tag_Cod,main_feature_Cod,supported_os_Cod,generation
Tourist Bus Simulator,65,2.37,2018-12-06,TML-Studios,"Simulation, Driving, Open World",win,"English, German, French, Spanish - Spain, Simplified Chinese, Swedish, Russian, Turkish, Polish, Portuguese - Brazil, Korean, Hungarian, Finnish, Japanese, Italian, Dutch, Portuguese - Portugal",14.99,"Single-player, Steam Achievements, Steam Workshop, Family Sharing",0,0.92,2,15,114.6,6,12,2018,1.72,Simulation,Single-player,0.5625,0.00026806788932885343,0.1873984248031004,0.25,0.0,0.11936936936936937,0.1772151898734177,0.00037400801404684084,0.00034882777642573215,1492,31,7,0,8
Dungeon's Legion,87,0.5,2023-10-14,LunaSoft,"RPG, Adventure, Sexual Content",win,"English, Japanese, Simplified Chinese",2.0,"Single-player, Steam Cloud, Family Sharing",17,2.81,2,19,25.9,14,10,2023,0.05,RPG,Single-player,0.8375000000000001,5.565816346234669e-05,0.025003125390673835,0.25,1.0,0.545045045045045,0.22784810126582278,8.429959691336094e-05,1.014034233795733e-05,895,25,7,0,9
Orbital Bullet – The 360° Rogue-lite,82,0.49,2022-03-21,SmokeStab,"Platformer, Pixel Graphics, Roguelike, Action",win,"English, German, Japanese, Simplified Chinese, Russian, French, Italian, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Traditional Chinese, Turkish",8.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,2.16,3,20,37.0,21,3,2022,0.33,Platformer,Single-player,0.7750000000000001,5.452228257536002e-05,0.11238904863107889,0.5,0.7647058823529411,0.39864864864864863,0.24050632911392406,0.00012055397605858786,6.692625943051837e-05,1383,23,7,0,9
EON Trooper,86,0.02,2024-09-10,Square Wheel,"Action, Roguelike, Shooter",win,"English, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Korean, Japanese, Russian, German",3.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,2.58,3,7,0.84,10,9,2024,0.0,Action,Single-player,0.825,1.135880886986667e-06,0.049881235154394306,0.5,0.5882352941176471,0.4932432432432432,0.0759493670886076,2.4496202125153317e-06,0.0,1411,2,7,0,9
Outcast - Second Contact,81,0.66,2017-11-14,Appeal Studios,"Adventure, Action, Open World, Shooter",win,"English, French, Italian, German, Spanish - Spain, Dutch, Portuguese - Portugal",8.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",13,2.3,3,23,57.0,14,11,2017,0.51,Adventure,Single-player,0.7625,7.383225765413336e-05,0.11238904863107889,0.5,0.7647058823529411,0.4301801801801801,0.27848101265822783,0.00018587718172566336,0.00010343149184716476,98,3,7,0,8
Astro Looter: Survivor,74,0.36,2024-07-15,Soda Game Studio,"Shooter, Roguelike",win,"English, Simplified Chinese, German, Spanish - Spain, Spanish - Latin America, French, Japanese, Traditional Chinese, Korean, Russian, Portuguese - Brazil, Portuguese - Portugal, Turkish",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.0,4,10,14.0,15,7,2024,0.04,Shooter,Single-player,0.675,3.975583104453335e-05,0.037379672459057385,0.75,0.7647058823529411,0.5878378378378378,0.1139240506329114,4.5432289541451024e-05,8.112273870365864e-06,1387,30,7,0,9
Rhythm Sprout: Sick Beats & Bad Sweets,93,0.57,2023-02-01,SURT,"Action, Adventure, Cute",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Spanish - Latin America, Simplified Chinese, Korean, Norwegian, Polish, Russian, Japanese",7.99,"Single-player, Steam Achievements, Family Sharing",0,2.14,4,11,36.9,1,2,2023,0.29,Action,Single-player,0.9125000000000001,6.360932967125336e-05,0.09988748593574197,0.75,0.0,0.3941441441441441,0.12658227848101264,0.00012022736003025248,5.8813985560152506e-05,1305,2,7,0,9
Antihero,86,0.64,2017-07-10,Tim Conkling,"Strategy, Turn-Based","win, mac","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Japanese, Russian, Simplified Chinese",7.99,"Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",13,3.15,3,9,103.0,10,7,2017,0.82,Strategy,Single-player,0.825,7.156049588016003e-05,0.09988748593574197,0.5,0.7647058823529411,0.6216216216216215,0.10126582278481013,0.00033612055475993707,0.0001663016143425002,1556,36,7,3,8
Guilty Gear X2 #Reload,88,0.58,2004-07-23,Arc System Works,"Fighting, 2D, Anime, Action",win,English,9.99,"Single-player, Shared/Split Screen PvP, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",13,4.11,3,40,115.0,23,7,2004,1.15,Fighting,Single-player,0.8500000000000001,6.474521055824002e-05,0.12489061132641581,0.5,0.7647058823529411,0.8378378378378378,0.4936708860759494,0.00037531447816018237,0.00023322787377301856,101,16,7,0,7
GUILTY GEAR,81,0.51,2019-05-16,Arc System Works,"Action, Fighting, 2D, Anime",win,"English, Simplified Chinese, Traditional Chinese, Japanese, Korean",9.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Remote Play Together, Family Sharing",13,3.13,4,17,45.0,16,5,2019,0.45,Action,Single-player,0.7625,5.6794044349333354e-05,0.12489061132641581,0.75,0.7647058823529411,0.617117117117117,0.20253164556962025,0.00014668325832541807,9.126308104161596e-05,101,2,7,0,8
Sockventure,92,0.04,2021-05-11,Nighthouse Games,"Platformer, 2D",win,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Traditional Chinese",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",10,2.17,3,4,2.5,11,5,2021,0.02,Platformer,Single-player,0.9000000000000001,3.4076426609600013e-06,0.09988748593574197,0.5,0.5882352941176471,0.40090090090090086,0.0379746835443038,7.8714462828826e-06,4.056136935182932e-06,1031,23,7,0,9
Eville,72,0.4,2022-10-11,VestGames,"Action, Adventure, RPG,",win,"English, German, French, Spanish - Spain, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Traditional Chinese, Spanish - Latin America",7.99,"Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Family Sharing",13,1.75,4,1,59.5,11,10,2022,0.48,Action,Online PvP,0.65,4.4299354592480016e-05,0.09988748593574197,0.75,0.7647058823529411,0.3063063063063063,0.0,0.0001940425824340478,9.734728644439036e-05,1640,2,4,0,9
Armikrog,62,1.11,2015-09-30,Pencil Test Studios,"Adventure, Puzzle","win, mac, linux","English, French, Italian, German, Spanish - Spain, Polish, Russian",5.79,"Single-player, Family Sharing",10,3.27,3,8,131.0,30,9,2015,0.76,Adventure,Single-player,0.525,0.0001249468975685334,0.07238404800600075,0.5,0.5882352941176471,0.6486486486486486,0.08860759493670886,0.00042757304269384276,0.0001541332035369514,1128,3,7,4,8
Guilty Gear Isuka,57,0.3,2006-06-20,Arc System Works,"Fighting, 2D, Anime, Action",win,English,9.99,"Single-player, Shared/Split Screen PvP, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",13,3.33,3,13,104.0,20,6,2006,1.04,Fighting,Single-player,0.4625,3.2940545722613345e-05,0.12489061132641581,0.5,0.7647058823529411,0.6621621621621621,0.15189873417721517,0.0003393867150432908,0.00021091912062951246,101,16,7,0,7
Fly Punch Boom!,91,0.13,2020-05-28,Jollypunch Games,"Fighting, 2D, Action",win,"English, Italian, Simplified Chinese, French, Spanish - Spain, Spanish - Latin America, German, Japanese, Russian, Portuguese - Brazil, Traditional Chinese, Korean",7.99,"Single-player, Online PvP, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing",10,4.25,3,12,24.0,28,5,2020,0.19,Fighting,Single-player,0.8875,1.3630570643840005e-05,0.09988748593574197,0.5,0.5882352941176471,0.8693693693693693,0.13924050632911392,7.809389237498878e-05,3.853330088423785e-05,778,16,7,0,9
Infectonator: Survivors,67,0.94,2016-08-08,Toge Productions,"Strategy, Survival, Simulation","win, mac",English,5.79,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.01,4,35,95.6,8,8,2016,0.55,Strategy,Single-player,0.5875,0.00010563692248976004,0.07238404800600075,0.75,0.7647058823529411,0.59009009009009,0.430379746835443,0.0003119509686631191,0.00011154376571753063,1567,36,7,3,8
Re:BF,80,0.24,2022-03-12,Asgar Knights,"Sexual Content, Anime, JRPG",win,"English, Japanese, Simplified Chinese",2.0,"Single-player, Steam Cloud, Family Sharing",17,0.62,3,8,21.4,12,3,2022,0.04,Sexual Content,Single-player,0.75,2.6125260400693343e-05,0.025003125390673835,0.5,1.0,0.0518018018018018,0.08860759493670886,6.960187563826895e-05,8.112273870365864e-06,114,29,7,0,9
night nite,91,0.06,2023-12-22,Lu,"Adventure, Cute, Story Rich",win,"English, Simplified Chinese, Japanese, Russian",1.99,"Single-player, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",17,3.5,1,1,2.9,22,12,2023,0.01,Adventure,Single-player,0.8875,5.6794044349333354e-06,0.024878109763720464,0.0,1.0,0.7004504504504504,0.0,9.17791039622411e-06,2.028068467591466e-06,884,3,7,0,9
A Butterfly's Dream,83,0.04,2022-04-04,Philosophical School of Games,"Cute, Simulation",win,"English, Spanish - Spain, Simplified Chinese, Portuguese - Brazil",1.99,"Single-player, Steam Achievements, Family Sharing",0,2.68,2,6,1.6,4,4,2022,0.0,Cute,Single-player,0.7875000000000001,3.4076426609600013e-06,0.024878109763720464,0.25,0.0,0.5157657657657657,0.06329113924050633,4.9319020278642015e-06,0.0,1135,11,7,0,9
The Demon Lord is New in Town!,71,0.1,2022-01-25,Daijyobi Institute,"Adventure, RPG, Anime",win,"English, Japanese, Simplified Chinese",2.5,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",17,1.46,1,9,8.0,25,1,2022,0.02,Adventure,Single-player,0.6375000000000001,1.0222927982880004e-05,0.031253906738342295,0.0,1.0,0.24099099099099097,0.10126582278481013,2.5835327841328367e-05,4.056136935182932e-06,388,3,7,0,9
Succubus Affection,91,1.12,2020-10-23,Succubus Diary,"Sexual Content, Pixel Graphics, Anime",win,"English, Simplified Chinese, Japanese",2.0,"Single-player, Steam Cloud, Family Sharing",10,4.0,3,8,51.3,23,10,2020,0.1,Sexual Content,Single-player,0.8875,0.00012608277845552006,0.025003125390673835,0.5,0.5882352941176471,0.813063063063063,0.08860759493670886,0.00016726006811054685,2.028068467591466e-05,1463,29,7,0,9
Alicemare,88,1.04,2016-11-22,△○□× (Miwashiba),"Anime, Horror, Puzzle, Pixel Graphics, Adventure",win,"English, Japanese, Italian",1.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,3.46,3,5,62.0,22,11,2016,0.12,Anime,Single-player,0.8500000000000001,0.00011699573135962671,0.024878109763720464,0.5,1.0,0.6914414414414414,0.05063291139240507,0.00020220798314243225,2.433682161109759e-05,1794,4,7,0,8
Crysis 3 Remastered,88,5.55,2022-11-17,Crytek,"Action, FPS, Sandbox",win,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Polish, Russian, Simplified Chinese, Traditional Chinese, Turkish",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,3.61,3,27,575.2,17,11,2022,8.62,Action,Single-player,0.8500000000000001,0.0006292780113906135,0.1873984248031004,0.5,1.0,0.7252252252252251,0.3291139240506329,0.0018784014405595901,0.0017481950190638435,354,2,7,0,9
Dodgy Deliveries,74,0.99,2025-01-31,Tomas Gonzalez,"Horror, Simulation",win,"English, French, Spanish - Spain, Portuguese - Portugal, Spanish - Latin America, Turkish, Polish",0.0,"Single-player, Online Co-op, Steam Achievements, In-App Purchases",10,1.85,2,5,49.9,31,1,2025,0.0,Horror,Single-player,0.675,0.00011131632692469337,0.0,0.25,0.5882352941176471,0.3288288288288288,0.05063291139240507,0.00016268744371385156,0.0,1570,17,7,0,9
False Myth,89,0.47,2021-02-20,fushidaratei,"RPG, Sexual Content, Anime",win,"English, Japanese, Simplified Chinese",2.5,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",17,2.21,2,24,27.0,20,2,2021,0.07,RPG,Single-player,0.8625,5.2250520801386686e-05,0.031253906738342295,0.25,1.0,0.40990990990990983,0.2911392405063291,8.789237322505011e-05,1.4196479273140263e-05,1739,25,7,0,9
BBQ Simulator: The Squad,82,0.85,2022-05-25,CubeCube Sports Ltd.,"Simulation, Management","win, mac","English, French, German, Spanish - Spain, Simplified Chinese, Japanese, Russian, Turkish",1.99,"Single-player, Online Co-op, Steam Achievements, Family Sharing",10,2.36,3,3,56.5,25,5,2022,0.11,Simulation,Single-player,0.7750000000000001,9.541399450688004e-05,0.024878109763720464,0.5,0.5882352941176471,0.4436936936936936,0.025316455696202535,0.00018424410158398647,2.2308753143506125e-05,358,31,7,3,9
Alice | 愛莉澄,71,0.03,2022-04-14,838s Maniacs,"Survival, Horror",win,"English, Japanese",2.99,"Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing",17,1.68,4,1,1.4,14,4,2022,0.0,Survival,Single-player,0.6375000000000001,2.271761773973334e-06,0.037379672459057385,0.75,1.0,0.2905405405405405,0.0,4.278669971193446e-06,0.0,22,37,7,0,9
Desktop Girlfriend,69,0.61,2022-08-24,DigitalDream,"Sexual Content, Anime",win,"English, Simplified Chinese, Traditional Chinese",1.99,"Single-player, Steam Achievements, Steam Workshop, Family Sharing",17,1.77,2,3,54.5,24,8,2022,0.11,Sexual Content,Single-player,0.6125,6.815285321920003e-05,0.024878109763720464,0.25,1.0,0.3108108108108108,0.025316455696202535,0.00017771178101727892,2.2308753143506125e-05,434,29,7,0,9
Walking Zombie: Shooter,74,0.42,2018-01-19,Alda Games,"Action, FPS",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Polish, Russian, Czech",4.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",10,2.41,3,10,55.0,19,1,2018,0.27,Action,Single-player,0.675,4.657111636645335e-05,0.06238279784973122,0.5,0.5882352941176471,0.45495495495495497,0.1139240506329114,0.0001793448611589558,5.475784862496958e-05,67,2,7,0,8
Rabbit Hole,76,0.22,2022-09-10,Nikita Ustinov,"Adventure, Action, Shooter",win,"English, French, German, Spanish - Spain, Simplified Chinese, Polish, Russian, Italian, Portuguese - Brazil, Traditional Chinese, Turkish",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,2.14,2,5,41.0,10,9,2022,0.33,Adventure,Single-player,0.7000000000000001,2.385349862672001e-05,0.09988748593574197,0.25,1.0,0.3941441441441441,0.05063291139240507,0.00013361861719200294,6.692625943051837e-05,1035,3,7,0,9
NVL,65,0.39,2017-12-24,CUTE ANIME GIRLS,"Adventure, RPG, Turn-Based, Anime",win,"English, Russian, Ukrainian",1.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,0.54,1,1,71.0,24,12,2017,0.11,Adventure,Single-player,0.5625,4.316347370549335e-05,0.018627328416052007,0.0,1.0,0.033783783783783786,0.0,0.00023160342569261623,2.2308753143506125e-05,262,3,7,0,8
GUILTY GEAR Xrd -SIGN-,91,2.18,2015-12-09,Arc System Works,"Fighting, Anime, 2D",win,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese",29.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",13,4.21,3,38,219.0,9,12,2015,6.57,Fighting,Single-player,0.8875,0.0002464861524761068,0.37492186523315413,0.5,0.7647058823529411,0.8603603603603602,0.46835443037974683,0.0007149951476289751,0.001332440983207593,101,16,7,0,8
Epics of Distant Realm: Holy Return,83,0.18,2022-03-17,Emir Suleiman,"Adventure, RPG, Action",win,"English, Turkish",1.49,"Single-player, Steam Achievements, Family Sharing",10,1.62,2,7,7.6,17,3,2022,0.01,Adventure,Single-player,0.7875000000000001,1.930997507877334e-05,0.018627328416052007,0.25,0.5882352941176471,0.27702702702702703,0.0759493670886076,2.4528863727986855e-05,2.028068467591466e-06,508,3,7,0,9
"URUZ ""Return of The Er Kishi""",77,0.52,2020-10-02,Berzah Games,"Action, Adventure, Pixel Graphics, Platformer, 2D",win,"English, Turkish",1.5,"Single-player, Steam Achievements, Family Sharing",10,2.94,3,5,39.8,2,10,2020,0.06,Action,Single-player,0.7125,5.792992523632002e-05,0.018752344043005374,0.5,0.5882352941176471,0.5743243243243242,0.05063291139240507,0.00012969922485197842,1.2168410805548795e-05,176,2,7,0,9
Night Call,78,0.35,2019-07-17,Monkey Moon,"Simulation, Story Rich, Visual Novel","win, mac","English, French, German",7.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.5,3,10,56.0,17,7,2019,0.45,Simulation,Single-player,0.7250000000000001,3.861995015754668e-05,0.09988748593574197,0.5,1.0,0.47522522522522515,0.1139240506329114,0.0001826110214423096,9.126308104161596e-05,974,31,7,3,8
Chaotic Conflicts,92,0.04,2024-12-07,Steampunk,"Action, FPS",win,English,1.49,"Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Cloud, Family Sharing",13,2.6,3,3,2.0,7,12,2024,0.0,Action,Online PvP,0.9000000000000001,3.4076426609600013e-06,0.018627328416052007,0.5,0.7647058823529411,0.49774774774774766,0.025316455696202535,6.2383661412057114e-06,0.0,1416,2,4,0,9
Zodiac fantasy 2,81,0.19,2022-11-24,Lovely Games,"Sexual Content, Platformer, Anime",win,"English, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean",1.99,"Single-player, Steam Achievements, Family Sharing",17,2.36,2,1,25.7,24,11,2022,0.05,Sexual Content,Single-player,0.7625,2.0445855965760008e-05,0.024878109763720464,0.25,1.0,0.4436936936936936,0.0,8.36463648566902e-05,1.014034233795733e-05,882,29,7,0,9
Zup! Zero,93,2.49,2017-04-06,Quiet River,"Puzzle, 2D",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Vietnamese, Spanish - Latin America, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Indonesian, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian",1.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.81,1,14,149.5,6,4,2017,0.22,Puzzle,Single-player,0.9125000000000001,0.0002816984599726935,0.018627328416052007,0.0,0.0,0.545045045045045,0.16455696202531644,0.0004879970079358877,4.461750628701225e-05,1195,24,7,0,8
FOTONICA,88,0.63,2014-11-06,Santa Ragione,"Action, Platformer","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese",7.99,"Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",10,2.61,4,6,81.0,6,11,2014,0.65,Action,Single-player,0.8500000000000001,7.042461499317336e-05,0.09988748593574197,0.75,0.5882352941176471,0.4999999999999999,0.06329113924050633,0.000264265028526154,0.00013182445039344528,1321,2,7,4,8
Dead Horde,37,0.43,2011-07-27,DnS Development,"Action, Survival, Shooter",win,"English, Polish, Russian, Spanish - Spain",2.49,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",17,1.08,5,20,107.1,27,7,2011,0.27,Action,Single-player,0.21250000000000002,4.770699725344002e-05,0.031128891111388928,1.0,1.0,0.1554054054054054,0.24050632911392406,0.00034951181192168754,5.475784862496958e-05,442,2,7,0,8
Lorelai,90,1.25,2019-04-26,Harvester Games,"Adventure, Horror, 2D",win,"English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Polish, Russian, Turkish, Portuguese - Brazil",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.43,1,7,83.0,26,4,2019,0.41,Adventure,Single-player,0.875,0.00014084922998634672,0.06238279784973122,0.0,0.5882352941176471,0.6846846846846847,0.0759493670886076,0.00027079734909286153,8.31508071712501e-05,688,3,7,0,8
MAZAICA,76,0.03,2024-09-01,Hamster On Coke Games,"Puzzle, 2D",win,"English, French, Italian, German, Spanish - Spain, Spanish - Latin America, Dutch, Indonesian, Japanese, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Thai, Turkish",2.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,2.72,3,19,2.0,1,9,2024,0.01,Puzzle,Single-player,0.7000000000000001,2.271761773973334e-06,0.037379672459057385,0.5,0.0,0.5247747747747747,0.22784810126582278,6.2383661412057114e-06,2.028068467591466e-06,681,24,7,0,9
Lucius,80,7.41,2012-10-26,Shiver Games,"Horror, Adventure",win,"English, German, Russian, Italian, Spanish - Spain, Polish, Hungarian, Simplified Chinese, French",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,2.76,3,10,992.9,26,10,2012,9.92,Horror,Single-player,0.75,0.0008405518563701336,0.12489061132641581,0.5,1.0,0.5337837837837837,0.1139240506329114,0.003242676590916462,0.0020118439198507343,1347,17,7,0,8
Bionic Heart,73,0.04,2009-07-07,Winter Wolves,"Visual Novel, Adventure, Anime","win, mac, linux",English,5.79,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.41,1,4,45.0,7,7,2009,0.26,Visual Novel,Single-player,0.6625000000000001,3.4076426609600013e-06,0.07238404800600075,0.0,1.0,0.6801801801801801,0.0379746835443038,0.00014668325832541807,5.2729780157378115e-05,1685,40,7,4,7
Goetia,77,0.55,2016-04-14,Sushee,"Adventure, Puzzle","win, mac, linux","English, French",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,4.03,3,17,187.0,14,4,2016,2.8,Adventure,Single-player,0.7125,6.133756789728002e-05,0.1873984248031004,0.5,0.5882352941176471,0.8198198198198198,0.20253164556962025,0.0006104780185616543,0.0005678591709256105,1475,3,7,4,8
Liz ~The Tower and the Grimoire~,89,0.48,2020-02-14,Clymenia,"RPG, Sexual Content",win,"English, Simplified Chinese, Japanese",1.3,"Single-player, Steam Cloud, Family Sharing",17,1.7,2,6,30.0,14,2,2020,0.04,RPG,Single-player,0.8625,5.338640168837335e-05,0.016252031503937992,0.25,1.0,0.29504504504504503,0.06329113924050633,9.769085407511144e-05,8.112273870365864e-06,307,25,7,0,9
Ruins Seeker,92,0.66,2020-05-29,Nupuryu no sato,"RPG, Sexual Content",win,"English, Simplified Chinese, Japanese",2.0,"Single-player, Steam Cloud, Family Sharing",17,2.4,3,12,38.2,29,5,2020,0.08,RPG,Single-player,0.9000000000000001,7.383225765413336e-05,0.025003125390673835,0.5,1.0,0.45270270270270263,0.13924050632911392,0.0001244733683986124,1.6224547740731727e-05,1065,25,7,0,9
LoveChoice,93,29.94,2021-11-15,Akaba Studio,"Simulation, Story Rich","win, mac","English, Japanese, Traditional Chinese, Italian, Spanish - Spain, Russian, Portuguese - Brazil, Polish, Korean, French, German, Simplified Chinese",1.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.0,3,2,1120.0,15,11,2021,1.67,Simulation,Single-player,0.9125000000000001,0.0033996914947510945,0.018627328416052007,0.5,0.7647058823529411,0.5878378378378378,0.012658227848101266,0.003657805562930727,0.0003386874340877748,61,31,7,3,9
Zup!,94,8.14,2016-10-04,Quiet River,"Puzzle, 2D",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Vietnamese, Spanish - Latin America, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Indonesian, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian",1.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.56,1,6,460.0,4,10,2016,0.69,Puzzle,Single-player,0.925,0.0009234711611201603,0.018627328416052007,0.0,0.0,0.48873873873873874,0.06329113924050633,0.001502139775917235,0.00013993672426381113,1195,24,7,0,8
Tiny House Simulator,70,0.06,2024-11-05,FarFromSky,"Early Access, Simulation, Crafting, Building","win, mac","English, French, Italian, German, Spanish - Spain, Arabic, Simplified Chinese, Portuguese - Brazil, Bulgarian, Danish, Indonesian, Dutch, Finnish, Traditional Chinese, Japanese, Korean, Spanish - Latin America, Polish, Hungarian, Norwegian, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Vietnamese, Greek, Czech, Swedish, Azerbaijani, Persian, Filipino, Hindi",2.99,"Single-player, Steam Achievements, Family Sharing",0,2.96,3,4,4.2,5,11,2024,0.01,Early Access,Single-player,0.625,5.6794044349333354e-06,0.037379672459057385,0.5,0.0,0.5788288288288288,0.0379746835443038,1.342391876458402e-05,2.028068467591466e-06,544,13,7,3,9
Synthwave Driver,85,0.02,2025-05-20,Runebox Studios,"Early Access, Driving",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Korean, Hungarian, Japanese, Polish, Portuguese - Brazil, Romanian, Russian, Czech, Turkish",1.99,"Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",0,3.79,2,5,0.72,20,5,2025,0.0,Early Access,Single-player,0.8125,1.135880886986667e-06,0.024878109763720464,0.25,0.0,0.7657657657657657,0.05063291139240507,2.057680978512879e-06,0.0,1285,13,7,0,9
