game_name,reviews_like_rate,all_reviews_number_k,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads_k,day,month,year,total_revenue_million,main_tag,main_feature,reviews_like_rate_MinMax,all_reviews_number_MinMax,price_MinMax,difficulty_MinMax,age_restriction_MinMax,rating_MinMax,length_MinMax,estimated_downloads_MinMax,total_revenue_MinMax,developer_Cod,main_tag_Cod,main_feature_Cod,supported_os_Cod,generation
Dusk 12,46,0.21,2009-08-28,Orion Games,"Action, FPS",win,"English, Russian",2.49,"Single-player, Steam Trading Cards, Family Sharing",13,3.05,3,10,34.0,28,8,2009,0.08,Action,Single-player,0.325,2.2717617739733345e-05,0.0311288911113889,0.5,0.7647058823529411,0.599099099099099,0.1139240506329114,0.0001107554952085,1.6224547740731727e-05,1094,2,7,0,7
Slave's Sword 2,68,0.36,2019-02-22,Circle Poison,"Sexual Content, RPG",win,"English, Japanese, Simplified Chinese",1.3,"Single-player, Steam Cloud, Family Sharing",17,2.75,3,12,31.2,22,2,2019,0.04,Sexual Content,Single-player,0.6000000000000001,3.975583104453335e-05,0.0162520315039379,0.5,1.0,0.5315315315315314,0.1392405063291139,0.0001016102464151,8.112273870365864e-06,297,29,7,0,8
Thief™ II: The Metal Age,94,1.76,2000-03-21,Looking Glass Studios,"Stealth, Action, Simulation",win,English,3.49,"Single-player, Family Sharing",13,4.58,3,30,369.0,21,3,2000,1.29,Stealth,Single-player,0.925,0.0001987791552226,0.0436304538067258,0.5,0.7647058823529411,0.9436936936936936,0.3670886075949366,0.001204919190132,0.0002616208323192,877,34,7,0,6
Terraformers,88,2.67,2023-03-09,Asteroid Lab,"Simulation, Management, Survival","win, mac, linux","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Polish, Korean, Japanese",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",0,3.5,4,76,512.1,9,3,2023,5.37,Simulation,Single-player,0.8500000000000001,0.0003021443159384,0.1311413926740842,0.75,0.0,0.7004504504504504,0.949367088607595,0.0016723067266799,0.0010890727670966,120,31,7,4,9
黄毛漂流记,89,1.52,2024-02-05,BalloonsGame,"Sexual Content, Anime, 2D, RPG",win,"English, Simplified Chinese, Traditional Chinese",1.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,1.93,3,6,66.0,5,2,2024,0.1,Sexual Content,Single-player,0.8625,0.0001715180139349,0.018627328416052,0.5,1.0,0.3468468468468468,0.0632911392405063,0.0002152726242758,2.028068467591466e-05,148,29,7,0,9
Spellshot,69,0.06,2023-12-12,Team Monumental,"Roguelike, FPS, Card Game",win,English,5.79,"Single-player, Steam Achievements, Family Sharing",10,2.7,3,10,4.0,12,12,2023,0.02,Roguelike,Single-player,0.6125,5.679404434933336e-06,0.0723840480060007,0.5,0.5882352941176471,0.5202702702702703,0.1139240506329114,1.2770686707913264e-05,4.056136935182932e-06,1514,27,7,0,9
The Demon Lord's Daughter and the Tower of Seals,71,0.03,2025-01-25,PEACH CAT,"RPG, 2D, Anime",win,"English, Japanese, Simplified Chinese",1.5,"Single-player, Steam Cloud, Family Sharing",17,2.0,1,6,5.1,25,1,2025,0.01,RPG,Single-player,0.6375000000000001,2.271761773973334e-06,0.0187523440430053,0.0,1.0,0.3626126126126126,0.0632911392405063,1.6363463019602415e-05,2.028068467591466e-06,1107,25,7,0,9
Broventure: The Wild Co-op,79,0.23,2025-05-15,Alice Games,"Action, Roguelike, Shooter",win,"English, French, Italian, German, Spanish - Spain, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Russian, Japanese",2.99,"Single-player, Online Co-op, Steam Achievements, Family Sharing",10,3.83,4,15,19.4,15,5,2025,0.06,Action,Single-player,0.7375,2.498937951370668e-05,0.0373796724590573,0.75,0.5882352941176471,0.7747747747747747,0.1772151898734177,6.30695550715614e-05,1.2168410805548796e-05,76,2,7,0,9
GROSS,82,0.2,2023-01-11,hangry owl games,"Strategy, Building, FPS",win,"English, German, Simplified Chinese, Traditional Chinese, Italian, Spanish - Spain",7.29,"Single-player, Steam Achievements, Captions available, Steam Cloud, Steam Leaderboards, Family Sharing",13,4.07,3,26,14.0,11,1,2023,0.1,Strategy,Single-player,0.7750000000000001,2.1581736852746675e-05,0.0911363920490061,0.5,0.7647058823529411,0.8288288288288288,0.3164556962025316,4.5432289541451024e-05,2.028068467591466e-05,1740,36,7,0,9
Mosaic,74,0.41,2019-12-05,Krillbite Studio,"Adventure, Simulation","win, mac, linux","English, French, Italian, German, Spanish - Spain, Norwegian, Arabic, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean, Dutch, Traditional Chinese, Turkish, Hungarian, Czech",10.49,"Single-player, Steam Achievements, Family Sharing",13,3.1,2,6,15.0,5,12,2019,0.16,Adventure,Single-player,0.675,4.543523547946668e-05,0.1311413926740842,0.25,0.7647058823529411,0.6103603603603603,0.0632911392405063,4.86984498248048e-05,3.2449095481463455e-05,831,3,7,4,8
A Memoir Blue,85,0.36,2022-03-24,Cloisters Interactive,"Adventure, 2D",win,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Italian, Turkish",4.79,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.2,1,2,35.5,24,3,2022,0.17,Adventure,Single-player,0.8125,3.975583104453335e-05,0.0598824853106638,0.0,0.0,0.6328828828828829,0.0126582278481012,0.0001156547356335,3.447716394905492e-05,306,3,7,0,9
Astrodle,90,0.18,2024-06-19,Robin Nicolet,"Shooter, Management",win,"English, French",3.59,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.65,3,22,13.5,19,6,2024,0.05,Shooter,Single-player,0.875,1.930997507877334e-05,0.0448806100762595,0.5,0.0,0.7342342342342342,0.2658227848101265,4.379920939977414e-05,1.014034233795733e-05,1258,30,7,0,9
The Bunker,69,1.51,2016-09-20,Splendy Interactive,"Adventure, Visual Novel, Horror","win, mac","English, French, Italian, German, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese, Ukrainian, Portuguese - Brazil, Turkish",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",17,3.1,1,3,1.4,20,9,2016,0.01,Adventure,Single-player,0.6125,0.000170382133048,0.0998874859357419,0.0,1.0,0.6103603603603603,0.0253164556962025,4.278669971193446e-06,2.028068467591466e-06,1405,3,7,3,8
Medieval Kingdom Wars,77,2.21,2019-01-03,Reverie World Studios,"Strategy, Building",win,"English, German, Portuguese - Brazil, French, Italian, Spanish - Spain, Simplified Chinese",6.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing",13,2.92,3,8,199.2,3,1,2019,1.39,Strategy,Single-player,0.7125,0.000249893795137,0.087385923240405,0.5,0.7647058823529411,0.5698198198198198,0.0886075949367088,0.0006503251740185,0.0002819015169952,1252,36,7,0,8
Megaloot,73,3.49,2024-08-30,axilirate,"Management, RPG, Roguelike, Turn-Based",win,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil",4.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",0,3.41,3,35,221.0,30,8,2024,1.1,Management,Single-player,0.6625000000000001,0.0003952865486713,0.0623827978497312,0.5,0.0,0.6801801801801801,0.430379746835443,0.0007215274681956,0.000223087531435,1728,20,7,0,9
Dead Pixels,86,1.98,2012-12-07,CSR-Studios,"Action, Pixel Graphics, 2D, RPG","win, linux",English,2.99,"Single-player, Steam Achievements, Remote Play Together, Family Sharing",13,3.31,3,6,329.6,7,12,2012,0.99,Action,Single-player,0.825,0.0002237685347363,0.0373796724590573,0.5,0.7647058823529411,0.6576576576576576,0.0632911392405063,0.0010762324749679,0.0002007787782915,261,2,7,1,8
Astebreed: Definitive Edition,88,1.2,2014-05-30,Edelweiss,"Fighting, Shooter, 2.5D",win,"English, Japanese, Simplified Chinese",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",13,2.86,3,16,222.0,30,5,2014,2.33,Fighting,Single-player,0.8500000000000001,0.0001351698255514,0.1311413926740842,0.5,0.7647058823529411,0.5563063063063062,0.1898734177215189,0.000724793628479,0.0004725399529488,482,16,7,0,8
Sorry We're Open,95,0.11,2023-02-18,oates,"Horror, Survival, Roguelike, CRPG",win,English,4.49,"Single-player, Family Sharing",17,4.44,2,7,13.4,18,2,2023,0.06,Horror,Single-player,0.9375,1.1358808869866673e-05,0.0561320165020627,0.25,1.0,0.9121621621621622,0.0759493670886076,4.347259337143876e-05,1.2168410805548796e-05,1757,17,7,0,9
Conarium,76,1.81,2017-06-06,Stormling Studios,"Adventure, Horror, Puzzle","win, mac, linux","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Turkish, Hungarian, Simplified Chinese",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",13,3.34,2,12,101.0,6,6,2017,1.06,Adventure,Single-player,0.7000000000000001,0.0002044585596576,0.1311413926740842,0.25,0.7647058823529411,0.6644144144144143,0.1392405063291139,0.0003295882341932,0.0002149752575646,1433,3,7,4,8
Slave's Sword,70,0.68,2018-12-14,Circle Poison,"Sexual Content, RPG, Adventure",win,"English, Japanese, Simplified Chinese",1.3,"Single-player, Steam Cloud, Family Sharing",17,2.5,2,8,79.5,14,12,2018,0.1,Sexual Content,Single-player,0.625,7.61040194281067e-05,0.0162520315039379,0.25,1.0,0.4752252252252251,0.0886075949367088,0.0002593657881011,2.028068467591466e-05,297,29,7,0,8
要来点百合吗 Love Yuri,82,0.66,2023-08-18,琉璃花糖制作组,Sexual Content,win,"English, Simplified Chinese, Japanese",2.99,"Single-player, Family Sharing",17,3.28,1,6,27.0,18,8,2023,0.08,Sexual Content,Single-player,0.7750000000000001,7.383225765413336e-05,0.0373796724590573,0.0,1.0,0.6509009009009008,0.0632911392405063,8.789237322505011e-05,1.6224547740731727e-05,1801,29,7,0,9
My name is You and it's the only unusual thing in my life,77,0.45,2017-04-17,Missing Calm,Visual Novel,win,"English, Russian",1.49,"Single-player, Steam Achievements, Family Sharing",17,2.75,1,1,47.2,17,4,2017,0.07,Visual Novel,Single-player,0.7125,4.997875902741335e-05,0.018627328416052,0.0,1.0,0.5315315315315314,0.0,0.0001538688109487,1.4196479273140264e-05,965,40,7,0,8
Run!ZombieFood!,79,1.19,2017-07-31,VirusSea,"Strategy, Adventure",win,"English, Simplified Chinese",3.99,"Single-player, Steam Achievements, Family Sharing",10,2.33,2,7,108.3,31,7,2017,0.43,Strategy,Single-player,0.7375,0.0001340339446644,0.0498812351543943,0.25,0.5882352941176471,0.4369369369369369,0.0759493670886076,0.0003534312042617,8.720694410643304e-05,1642,36,7,0,8
Samurai Vandalism,78,0.4,2023-08-26,ONEONE1,"Sexual Content, RPG, Action, Anime",win,"English, Japanese, Simplified Chinese",2.5,"Single-player, Steam Cloud, Family Sharing",17,3.5,4,40,22.5,26,8,2023,0.06,Sexual Content,Single-player,0.7250000000000001,4.4299354592480016e-05,0.0312539067383422,0.75,1.0,0.7004504504504504,0.4936708860759494,7.319465194995812e-05,1.2168410805548796e-05,1068,29,7,0,9
Bionic Heart 2,72,0.01,2013-04-01,Winter Wolves,"Visual Novel, Anime, 2D","win, mac, linux",English,7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.58,3,4,32.0,1,4,2013,0.26,Visual Novel,Single-player,0.65,0.0,0.0998874859357419,0.5,1.0,0.7184684684684685,0.0379746835443038,0.0001042231746418,5.272978015737812e-05,1685,40,7,4,8
Resident Evil Revelations 2,78,22.77,2015-02-25,"CAPCOM Co., Ltd.","Horror, Action, Shooter",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Simplified Chinese",4.49,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",17,3.87,3,34,1530.0,25,2,2015,6.87,Horror,Single-player,0.7250000000000001,0.0025852648987816,0.0561320165020627,0.5,1.0,0.7837837837837838,0.4177215189873418,0.0049969312791057,0.0013932830372353,251,17,7,0,8
Aeon Must Die!,50,0.08,2021-10-14,Limestone Games,"Action, Fighting, 2D",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean, Japanese, Portuguese - Brazil, Russian",13.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,1.32,3,1,13.0,14,10,2021,0.18,Action,Single-player,0.375,7.95116620890667e-06,0.1748968621077634,0.5,0.7647058823529411,0.2094594594594594,0.0,4.216612925809724e-05,3.6505232416646384e-05,864,2,7,0,9
Whacking Hell!,79,0.03,2024-06-13,Sanuk Games,"Action, Roguelike, Shooter, 2D, Horror",win,English,5.79,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,2.45,2,4,0.96,13,6,2024,0.01,Action,Single-player,0.7375,2.271761773973334e-06,0.0723840480060007,0.25,0.5882352941176471,0.463963963963964,0.0379746835443038,2.841559446517785e-06,2.028068467591466e-06,1322,2,7,0,9
Waking,45,0.04,2020-06-18,Jason Oda,"Action, Adventure, Combat",win,English,10.49,"Single-player, Family Sharing",10,1.77,2,6,5.0,18,6,2020,0.05,Action,Single-player,0.3125,3.4076426609600013e-06,0.1311413926740842,0.25,0.5882352941176471,0.3108108108108108,0.0632911392405063,1.603684699126704e-05,1.014034233795733e-05,766,2,7,0,9
JUSTICE SUCKS: Tactical Vacuum Action,95,0.16,2022-09-08,Samurai Punk,"Sandbox, Adventure, Stealth",win,"English, French, German, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Polish, Spanish - Latin America",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.96,3,12,8.0,8,9,2022,0.08,Sandbox,Single-player,0.9375,1.7038213304800006e-05,0.1311413926740842,0.5,0.5882352941176471,0.804054054054054,0.1392405063291139,2.5835327841328367e-05,1.6224547740731727e-05,1315,28,7,0,9
Gotcha Racing 2nd,57,0.02,2018-07-18,ARC SYSTEM WORKS,"Driving, Cute",win,"English, French, German, Simplified Chinese, Traditional Chinese, Japanese, Korean",9.99,"Single-player, Shared/Split Screen PvP, Steam Achievements, Remote Play Together, Family Sharing",0,0.82,2,11,0.8,18,7,2018,0.01,Driving,Single-player,0.4625,1.135880886986667e-06,0.1248906113264158,0.25,0.0,0.0968468468468468,0.1265822784810126,2.318973801181181e-06,2.028068467591466e-06,34,12,7,0,8
Reigns,87,7.31,2016-08-11,Nerial,"Card Game, RPG, Adventure, Simulation","win, mac, linux","English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Italian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Portuguese - Portugal",1.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",10,3.39,1,6,824.5,11,8,2016,1.64,Card Game,Single-player,0.8375000000000001,0.0008291930475002,0.0248781097637204,0.0,0.5882352941176471,0.6756756756756757,0.0632911392405063,0.0026926551991996,0.000332603228685,1020,8,7,4,8
Sébastien Loeb Rally EVO,57,0.68,2016-01-29,Milestone S.r.l.,"Driving, Simulation, Sports",win,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Japanese, Simplified Chinese",19.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.8,3,13,51.3,29,1,2016,1.03,Driving,Single-player,0.4625,7.61040194281067e-05,0.2499062382797849,0.5,0.0,0.5427927927927927,0.1518987341772151,0.0001672600681105,0.0002088910521619,953,12,7,0,8
BE-A Walker,73,0.58,2020-05-07,Tequilabyte Studio,"2.5D, Shooter","win, mac, linux","English, Russian, Simplified Chinese",9.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.25,3,8,23.2,7,5,2020,0.23,2.5D,Single-player,0.6625000000000001,6.474521055824002e-05,0.1248906113264158,0.5,1.0,0.6441441441441441,0.0886075949367088,7.548096414830575e-05,4.664557475460372e-05,1534,0,7,4,9
Project L33T: Prologue,58,0.31,2024-07-25,Holmgard Games,"Early Access, Action, RPG, FPS",win,English,1.99,"Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Family Sharing",13,1.22,3,19,13.5,25,7,2024,0.03,Early Access,Online PvP,0.4750000000000001,3.407642660960001e-05,0.0248781097637204,0.5,0.7647058823529411,0.1869369369369369,0.2278481012658227,4.379920939977414e-05,6.084205402774397e-06,706,13,4,0,9
HOPE LEFT ME,96,0.58,2023-03-10,Astrophysics,"Visual Novel, Anime","win, linux","English, Portuguese - Brazil, Russian, Japanese",1.99,"Single-player, Steam Achievements, Family Sharing",17,4.8,1,2,19.4,10,3,2023,0.04,Visual Novel,Single-player,0.9500000000000002,6.474521055824002e-05,0.0248781097637204,0.0,1.0,0.9932432432432432,0.0126582278481012,6.30695550715614e-05,8.112273870365864e-06,122,40,7,1,9
Street Racing Syndicate,86,2.58,2005-01-08,Eutechnyx,"Open World, Driving",win,English,1.99,"Single-player, Steam Trading Cards, Remote Play Together, Family Sharing",13,3.4,3,41,394.0,8,1,2005,0.78,Open World,Single-player,0.825,0.0002919213879555,0.0248781097637204,0.5,0.7647058823529411,0.6779279279279279,0.5063291139240507,0.0012865731972158,0.0001581893404721,519,21,7,0,7
Just a To the Moon Series Beach Episode,98,2.76,2024-09-20,Freebird Games,"Story Rich, Adventure, JRPG","win, mac, linux","English, Simplified Chinese, Polish, Italian, Spanish - Spain, German, Korean",4.49,"Single-player, Steam Achievements, Family Sharing",10,4.17,1,5,111.9,20,9,2024,0.5,Story Rich,Single-player,0.975,0.0003123672439213,0.0561320165020627,0.0,0.5882352941176471,0.8513513513513512,0.050632911392405,0.0003651893812817,0.0001014034233795,584,35,7,4,9
Colorful Recolor,95,0.05,2022-08-10,Gagonfe,"Puzzle, Pixel Graphics, Cute",win,"English, Portuguese - Brazil",9.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,4.17,3,3,3.0,10,8,2022,0.03,Puzzle,Single-player,0.9375,4.543523547946668e-06,0.1248906113264158,0.5,0.0,0.8513513513513512,0.0253164556962025,9.504526424559488e-06,6.084205402774397e-06,606,24,7,0,9
Deus Ex: The Fall,36,3.6,2014-03-18,Eidos Interactive Corp.,"RPG, Action, Stealth, FPS",win,"English, French, Italian, German, Spanish - Spain",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,2.68,2,9,483.0,18,3,2014,2.41,RPG,Single-player,0.2,0.0004077812384282,0.0623827978497312,0.25,1.0,0.5157657657657657,0.1012658227848101,0.0015772614624343,0.0004887645006895,491,25,7,0,8
Succubus Prison,81,0.12,2023-07-15,Tokinokogiri,"Sexual Content, Anime, JRPG",win,"English, Japanese, Simplified Chinese",1.3,"Single-player, Steam Cloud, Family Sharing",17,2.88,2,12,11.0,15,7,2023,0.01,Sexual Content,Single-player,0.7625,1.2494689756853338e-05,0.0162520315039379,0.25,1.0,0.5608108108108107,0.1392405063291139,3.5633808691389694e-05,2.028068467591466e-06,1568,29,7,0,9
Apple Slash,95,0.19,2020-02-05,Agelvik,"Action, Adventure, Pixel Graphics",win,"English, French, German, Spanish - Spain, Japanese, Norwegian, Russian",4.99,"Single-player, Steam Achievements, Family Sharing",10,4.25,3,45,6.5,5,2,2020,0.03,Action,Single-player,0.9375,2.0445855965760008e-05,0.0623827978497312,0.5,0.5882352941176471,0.8693693693693693,0.5569620253164558,2.0936087416297705e-05,6.084205402774397e-06,58,2,7,0,9
Zombie Vikings,76,0.25,2015-12-07,Zoink Games,"Action, Adventure",win,"English, French, German, Spanish - Spain, Japanese, Italian, Russian",6.59,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",13,3.0,3,9,35.0,7,12,2015,0.23,Action,Single-player,0.7000000000000001,2.726114128768001e-05,0.0823852981622702,0.5,0.7647058823529411,0.5878378378378378,0.1012658227848101,0.0001140216554918,4.664557475460372e-05,1722,2,7,0,8
Achievement Clicker,84,2.72,2017-11-17,OfficialAndy,Simulation,win,English,0.99,"Single-player, Steam Achievements, Family Sharing",0,3.17,3,4,198.0,17,11,2017,0.2,Simulation,Single-player,0.8,0.0003078237203733,0.0123765470683835,0.5,0.0,0.6261261261261261,0.0379746835443038,0.0006464057816785,4.056136935182932e-05,1078,31,7,0,8
Choo-Choose,83,0.27,2024-08-12,Lunisky Studio,"Puzzle, Cute, 2D",win,"English, Russian, German, Spanish - Spain, Portuguese - Portugal, Simplified Chinese, French, Korean, Japanese, Polish, Turkish",0.89,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,2.66,2,2,13.5,12,8,2024,0.01,Puzzle,Single-player,0.7875000000000001,2.9532903061653344e-05,0.0111263907988498,0.25,0.7647058823529411,0.5112612612612613,0.0126582278481012,4.379920939977414e-05,2.028068467591466e-06,897,24,7,0,9
Return to Kurgansk,50,0.01,2022-02-22,Yadon Studio,"Action, Adventure, FPS",win,"English, Russian",9.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",13,2.27,2,3,2.0,22,2,2022,0.02,Action,Single-player,0.375,0.0,0.1248906113264158,0.25,0.7647058823529411,0.4234234234234234,0.0253164556962025,6.238366141205712e-06,4.056136935182932e-06,1705,2,7,0,9
Invasion of The Halloween Fiends,97,0.08,2024-10-01,MyGrandfather Games,"Horror, Simulation",win,English,2.18,"Single-player, Steam Achievements, Family Sharing",17,3.38,2,1,2.7,1,10,2024,0.01,Horror,Single-player,0.9625,7.95116620890667e-06,0.0272534066758344,0.25,1.0,0.6734234234234233,0.0,8.524678339553357e-06,2.028068467591466e-06,997,17,7,0,9
Deus Ex: Invisible War,57,2.0,2004-03-05,Ion Storm,"Action, FPS, RPG, Stealth",win,English,3.49,"Single-player, Family Sharing",17,3.27,3,25,141.7,5,3,2004,0.49,Action,Single-player,0.4625,0.0002260402965103,0.0436304538067258,0.5,1.0,0.6486486486486486,0.3037974683544304,0.0004625209577257,9.937535491198185e-05,747,2,7,0,7
Deus Ex: Game of the Year Edition,94,12.72,2000-06-22,Ion Storm,"RPG, Stealth, FPS",win,English,3.49,"Single-player, Family Sharing",17,4.4,3,38,1390.0,22,6,2000,4.85,RPG,Single-player,0.925,0.00144370460736,0.0436304538067258,0.5,1.0,0.9031531531531533,0.4683544303797468,0.0045396688394362,0.0009836132067818,747,25,7,0,6
Kill It With Fire VR,88,0.09,2023-04-13,Charm Games,"Cute, Simulation",win,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese",7.99,"Single-player, Steam Achievements, VR Only, Family Sharing",13,3.48,3,10,8.7,13,4,2023,0.07,Cute,Single-player,0.8500000000000001,9.087047095893337e-06,0.0998874859357419,0.5,0.7647058823529411,0.6959459459459458,0.1139240506329114,2.8121640039676007e-05,1.4196479273140264e-05,284,11,7,0,9
Treasure Chest Clicker,84,0.24,2023-07-17,Simon Eftestol,"2D, Cute, Puzzle",win,"English, Japanese, Korean, Russian, Simplified Chinese",3.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,2.22,1,60,31.0,17,7,2023,0.12,2D,Single-player,0.8,2.6125260400693343e-05,0.0498812351543943,0.0,0.0,0.4121621621621621,0.7468354430379747,0.0001009570143584,2.433682161109759e-05,1358,1,7,0,9
Cockroach Simulator,79,2.35,2016-09-15,HFM Games,Simulation,"win, mac, linux",English,1.99,"Online PvP, Steam Trading Cards, Family Sharing",13,2.38,5,2,165.7,15,9,2016,0.33,Simulation,Online PvP,0.7375,0.0002657961275548,0.0248781097637204,1.0,0.7647058823529411,0.4481981981981981,0.0126582278481012,0.0005409088045262,6.692625943051837e-05,671,31,4,4,8
Gun Metal,86,0.57,2003-09-23,Rage Software,"Action, Shooter",win,English,1.99,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.24,3,9,242.0,23,9,2003,0.48,Action,Single-player,0.825,6.360932967125336e-05,0.0248781097637204,0.5,0.7647058823529411,0.6418918918918919,0.1012658227848101,0.0007901168341461,9.734728644439036e-05,1209,2,7,0,6
GUILTY GEAR 2 -OVERTURE-,76,0.34,2016-03-31,Arc System Works,"Action, Fighting, Anime, Strategy",win,"English, French, Italian, German, Spanish - Spain, Japanese",19.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",17,2.35,3,11,83.0,31,3,2016,1.66,Action,Single-player,0.7000000000000001,3.7484069270560014e-05,0.2499062382797849,0.5,1.0,0.4414414414414414,0.1265822784810126,0.0002707973490928,0.0003366593656201,101,2,7,0,8
Donut County,91,9.55,2018-08-28,Ben Esposito,"Cute, Puzzle","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Polish, Spanish - Latin America",7.29,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0,3.53,1,3,480.9,28,8,2018,3.51,Cute,Single-player,0.8875,0.0010836303661852,0.0911363920490061,0.0,0.0,0.7072072072072071,0.0253164556962025,0.0015704025258393,0.0007118520321246,168,11,7,3,8
BACKROOMS: APPREHENSION,83,0.33,2023-01-31,DMNT Interactive,"Early Access, Horror, Shooter, Stealth",win,"English, Italian, Spanish - Spain, Japanese, Korean, Simplified Chinese",1.99,"Online PvP, Online Co-op, Family Sharing",17,3.88,3,29,30.2,31,1,2023,0.06,Early Access,Online PvP,0.7875000000000001,3.634818838357335e-05,0.0248781097637204,0.5,1.0,0.7860360360360359,0.3544303797468354,9.83440861317822e-05,1.2168410805548796e-05,376,13,4,0,9
CASE 2: Animatronics Survival,82,2.78,2018-08-03,Walnut LLC,"Horror, FPS, Stealth",win,"English, Russian, Ukrainian, Simplified Chinese, Italian, Japanese, Polish, Spanish - Spain, Portuguese - Brazil, German, French, Korean",4.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,4.0,4,8,148.0,3,8,2018,0.74,Horror,Single-player,0.7750000000000001,0.0003146390056953,0.0623827978497312,0.75,0.7647058823529411,0.813063063063063,0.0886075949367088,0.0004830977675108,0.0001500770666017,1660,17,7,0,8
Tomb Raider,96,155.26,2013-03-05,Crystal Dynamics,"Adventure, Action, Story Rich","win, mac","English, German, French, Italian, Korean, Spanish - Spain, Traditional Chinese, Russian, Polish, Dutch, Czech, Portuguese - Brazil, Arabic",7.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,3.96,3,20,13320.0,5,3,2013,99.77,Adventure,Single-player,0.9500000000000002,0.017634550770468,0.0936367045880735,0.5,1.0,0.804054054054054,0.240506329113924,0.0435049610198467,0.02023403910116,353,3,7,3,8
Himegashima Island,76,0.32,2024-08-03,Fushidaratei,"Adventure, Sexual Content, Simulation, Anime",win,"English, Japanese, Simplified Chinese",1.3,"Single-player, Steam Cloud, Family Sharing",17,3.3,3,20,13.0,3,8,2024,0.02,Adventure,Single-player,0.7000000000000001,3.521230749658668e-05,0.0162520315039379,0.5,1.0,0.6554054054054053,0.240506329113924,4.216612925809724e-05,4.056136935182932e-06,595,3,7,0,9
